ProductDetailID,ProductName,ProductGroupID,SKU,Price,StockQuantity,Manufacturer,SupplierID,WarrantyPeriod,ProductDescription,ReleaseDate,Status
8841,Next Plan,89,59cd8458-57b6-439b-9a0c-3d6ab7bbbe5d,2976.53,472,Rose Group,21,6 months,"Off form religious in. Keep specific Congress reduce soldier determine become.
Necessary movie discussion leave hold sing include. Cell of suddenly international someone goal.",2021-09-18,Out of Stock
8063,Certainly Drug,79,f12e2853-2214-44ab-ad13-cb732f6374d9,4565.25,131,Williams-Matthews,109,1 year,"Behavior increase do. Adult like drop box want author student. Many pull article.
Hard than water painting order pretty. Word sound while summer than that.",2023-05-02,Available
5489,Describe Upon,28,519b2fce-cd29-4cce-bb2a-1b429fa21123,3651.96,799,"Evans, Miller and Vasquez",33,3 years,"Various international go sign everybody senior piece. Wait democratic pick others pass then.
Take interest care last movement shake. Because goal probably body your. Per science tough later.",2024-05-24,Out of Stock
4675,Physical Set,28,74ed2b25-ae8f-48b5-b62c-e6bd326a2c1b,4187.29,804,Lane and Sons,65,2 years,"Guess eye where even southern operation movement however.
Teach candidate walk capital rich key medical. Wait garden since.",2023-06-10,Discontinued
6764,Almost Early,21,5def9de4-f5bb-4f09-b6ca-a52282a28207,1607.76,770,Jackson-Wheeler,21,2 years,"Media positive argue. Them environmental public work many.
Song thus forget without myself. Many pull radio treatment during.
Future room easy street bar indeed. Vote suffer southern line.",2022-11-04,Available
3020,Call You,16,732ab5b0-dcc4-4673-9ec5-9e6e136d0360,3994.21,163,Carter Group,21,1 year,"Business general seat ever blood much treat.
Easy same board thing create career. Necessary anything human customer benefit together will. Water collection work style during pick.",2024-06-09,Available
766,Radio She,13,193b37af-14c8-40ee-845f-97567adc10bc,4086.36,1000,Ray-Richardson,53,6 months,Per treat standard wish end letter upon. Long body along generation past court leave.,2024-02-26,Available
823,West Skill,10,543f5b5b-155a-4c58-825f-3bd2502aa3ce,1876.78,325,Barrett and Sons,197,2 years,"Concern daughter get indicate. People source speech more provide five wish.
Attorney far cup politics speak create entire.",2022-10-24,Available
938,Top Drop,47,171a1947-13f1-43d3-9699-89f8a2bf239c,1406.0,467,Wolf Ltd,72,6 months,Determine few over media floor young recognize. Friend buy establish source national particular sign concern. Foot tend school administration point recent hair food.,2021-09-21,Discontinued
3618,Bag When,35,fcd67155-6dcc-4e9a-97c2-cd9ec83d065c,4286.08,962,Holland-Brown,156,3 years,"Rate mind travel call ready finish. Clear child lose. Short nearly box project attorney.
Us game much difference. Economic moment place term brother. Not mind leg resource employee example much do.",2021-12-11,Discontinued
4579,Record Career,5,b939076d-1eff-4be0-8f3e-f48c6d162c62,2410.72,431,West-Smith,173,2 years,"Seat body last. Nor culture deep stay.
Debate young right officer. Staff suddenly this high.",2023-01-27,Discontinued
9238,Practice Later,58,4203bf16-9f06-4719-a3b4-5aee173ae438,3607.59,674,"Mitchell, Garrett and Romero",149,3 years,We act student might leave. Level mother company quite. Bring head example power growth age generation.,2023-09-05,Discontinued
6369,Radio Own,45,51bfd3a4-6bdb-4b79-899d-101c3b4bf2ad,2868.13,623,Fisher-Diaz,183,6 months,"We space or operation. More tonight decade same.
Us reduce step blue. Process property nothing although wide own financial. Energy money business quality wind visit half.",2022-10-23,Out of Stock
8193,He Picture,25,db3009c8-aea0-4b47-8be9-ca16a9781d02,2545.3,295,Herrera PLC,29,1 year,"Want program return into. Simply relate movie sister put affect service method.
Successful own so catch those kid. Strategy about policy most surface seven yeah.",2020-09-06,Out of Stock
9134,Old Feel,3,6f8fcd87-8b7a-4f2d-841f-db975ff7eb31,154.48,924,"Pacheco, Hester and Galvan",131,2 years,"These commercial suffer drug admit. Congress general born hot real let.
Politics into increase follow significant international. Kitchen information hour discover song.",2020-07-17,Available
4038,Program Any,6,1784630f-e88b-4fd3-ae3c-542f6cd854d1,4807.94,306,"Gonzales, Cole and Riddle",153,1 year,"Activity federal stuff discussion. Eight company partner window.
Its dinner room charge fact. Realize into seem safe.
Attorney wait condition through. Particular significant along follow candidate.",2021-04-15,Available
964,Particularly Here,93,efdfe40d-81a1-4ebb-8e15-4590ef2d59bf,263.25,593,"Porter, Johnson and Cisneros",34,2 years,"Item range build state wife girl. Professor pattern hour organization former speak life.
Pm month building. Behavior country activity sea finally environment.",2020-12-15,Discontinued
7141,Thing Evidence,58,d03335a7-eadc-4b42-8907-6b6c8b99c13b,4512.74,325,"Anderson, Rodriguez and Mitchell",67,1 year,Down specific others author almost rock. Agree commercial success scene. Young like week local. Special light ok throughout my use wide.,2023-08-15,Out of Stock
741,Yeah Weight,15,4944794a-df66-4984-8567-7a72724716ec,2926.41,659,Fitzgerald LLC,1,1 year,Those method job put often institution. Lose food identify so western chance.,2021-01-18,Out of Stock
4790,Once Pattern,94,d2e18a97-ada4-44cc-b456-c4ae29ea5faf,575.03,690,"Gaines, Franklin and Lara",138,3 years,Thing about brother new doctor generation must red. Possible ball record hear official court. Up leave unit against.,2022-12-29,Discontinued
3531,In Environment,5,27c5de58-3b0d-449c-b43b-32fba755fc76,669.57,201,"Russell, Brooks and Watson",123,2 years,"Beyond material however soldier. Keep sing who girl why. After position raise none should some next.
Wish medical computer shake. Such ground become heart floor worker green.",2023-11-25,Available
6789,Mind Young,81,af50460d-6d74-4b2c-babe-9137678404dd,511.73,153,Meadows-Reeves,97,3 years,"Foot section suggest heavy child ready.
Issue stay add make source. Place board none. Nature here professional project reason.",2022-04-24,Discontinued
7697,Him Anyone,26,0430eba2-6db1-4a2f-a9b9-4f8969d53d03,2233.25,305,Faulkner LLC,193,1 year,"Loss medical pass level to them radio. Everybody experience explain.
Ok water family significant seek especially bed. Song author pick. Note tend effort will shoulder.",2020-04-19,Available
6556,Moment Participant,33,dbb0d1c6-efe5-43c9-8fc8-c3f970ebd834,3622.31,285,Gonzalez-Cook,100,3 years,"Himself suggest rock. Five attention style popular good in. Beautiful moment manager.
Relationship short describe management tough herself. Than I company.",2021-12-03,Discontinued
5614,Face Size,69,c91e8fb8-2658-4410-afc7-58ff6682dee8,948.2,666,"Richardson, Wong and Jones",160,2 years,"Form scene career example particularly. Energy available PM.
Water heavy site fact. These oil fight ok.
These day other someone discussion travel. Sea political fund.",2023-02-07,Discontinued
6033,That Career,15,6df33bc9-9899-4051-90f1-f458b7ced16f,3095.86,923,Campbell LLC,179,2 years,Stuff front wear safe. Future official their resource decade. Available decision thousand floor economic edge try.,2023-12-09,Discontinued
791,Water Receive,71,309d24d0-31cd-4f19-97d5-4d1510cf1cf2,3509.63,658,Strong-Lin,179,6 months,Feeling improve week safe individual. Sense six buy including respond wonder talk church. Recent pattern probably low keep industry maybe yourself.,2023-07-27,Discontinued
6028,Modern At,13,b7fa1b63-fdf4-48b5-b256-f720c584d2cb,3054.37,527,"Fowler, Simmons and Thomas",99,6 months,Treat Mrs take factor. Firm painting behind character scientist theory small.,2024-04-13,Available
6043,Author Camera,12,bf7a682f-7fc9-431c-a735-65805832b99b,1435.86,248,Green-Mendez,72,6 months,Significant special seat begin wide performance. Once television official majority gun join matter.,2024-06-01,Discontinued
229,Low Someone,96,87931f61-3dbf-48d3-9653-4d75d024cbdd,4835.12,78,"Evans, Cox and Montoya",77,3 years,"Third body hear green. Cost age line but write themselves argue. News morning leg let key.
Life though against after campaign. Then try conference class better. Work many almost your training.",2022-04-01,Available
7354,Management Myself,70,91fd5815-da67-4f60-a800-1887e6745b02,483.05,511,"Fox, Raymond and Lucas",184,3 years,"Affect building course get positive. Feel environment perhaps hope financial recently those. Next care serious.
Remain rock include news listen. This yeah act money environmental work.",2023-06-28,Discontinued
4264,Teacher Address,76,17e364be-cb4f-4729-84b9-1ef9d723d34b,4659.91,872,Harper-Cannon,57,6 months,Year go figure assume decade. Them recognize even together. Account sure beyond offer evidence century letter. Increase prevent alone address bad.,2023-12-31,Available
2862,Discussion Last,79,9f53f0b2-e75d-4464-87e0-a77fc2cb132c,404.49,820,Harding Ltd,87,2 years,"Public theory take cover. Read family evening anyone or.
Trouble reality reflect again. Important we apply population treat commercial among. Always spring reduce project floor.",2021-11-13,Out of Stock
5533,Part Agent,72,d0008f66-7132-44d1-ba03-9bb9cd566796,2508.71,565,Norman-Foster,44,3 years,Happen structure buy themselves knowledge. Term ago commercial especially write as. Program base laugh shoulder likely event class stand.,2023-12-14,Discontinued
6081,Recognize Threat,88,e873ad07-24e4-4614-b72f-766470a8113d,1007.2,835,Martinez-Thomas,77,6 months,"In wide son race. Own threat product.
Share sister do cultural trouble hit. Really main major also resource player across. Road out specific likely.",2022-04-23,Discontinued
2757,New Time,23,dc0b9310-add7-433a-ab68-43fcae2faca8,3949.33,528,Smith Group,166,2 years,"Cell indicate know. Capital per safe serve baby.
Research page nature talk. Ability identify certainly also two strategy base expert.",2020-07-13,Out of Stock
7894,Down Get,93,d99cc402-e5b0-48c0-aca7-3852aba8f137,2530.32,683,"Garcia, Montgomery and Ramirez",125,6 months,"Design during light cause director. Letter knowledge huge.
Ever movement protect exist official against nature. Brother join many still improve. Blue western build wide opportunity up.",2023-11-26,Available
8376,Site Nor,69,7b246f4d-2d7d-4188-a14a-283049ebda4e,2089.01,289,"Russell, Morales and Miller",123,1 year,Decision almost year money cultural. Shake game during interview plant eight. Thousand skin lot stage. Student nothing body several why decision win.,2023-12-23,Discontinued
555,Night Country,96,4bffa66b-0dce-4e38-bf5e-6a8c765853ba,2618.83,588,Cochran Inc,143,1 year,Send boy produce rock mouth dog whose fast. Run writer others community chance. Plan need operation trial. Relate dream process them shoulder.,2021-01-13,Available
312,Really Traditional,46,b1760b26-6b6a-42e2-9e9e-46b47b11ec2c,3718.2,526,"Lambert, Conrad and Barr",150,6 months,Statement fact spend. Small section war trip event general chair pretty. From our its manage phone remember chance. Risk deal place share dinner stuff.,2020-04-16,Available
5731,Tax Begin,85,87becf95-5753-4c4e-ac91-5db1d3596256,2233.7,995,Boyer-Elliott,4,1 year,"Cold interview dog agree anything. Official sell explain plant see.
Trial personal player activity there share. Reality later far do ball.",2023-08-28,Available
7323,Which Child,41,eb1ee878-6af8-4e43-a7e1-d80aec28c16d,1136.75,474,Simpson-Cox,135,3 years,"Hope thousand political well hospital environment. Current body fill contain fight hold.
Say while game stay few water. Morning ask decision.",2020-10-02,Discontinued
37,History Talk,75,cdb13c5e-548c-4521-8446-1c924170d3be,1272.58,382,"Wood, Vaughn and Lewis",155,1 year,Nor suddenly across food reach capital nation. Among under model various. Recently receive drug.,2022-04-20,Discontinued
9434,Exactly Administration,30,f375ea41-6646-4cc1-bd40-31e125a3a989,2893.96,795,Villa-Callahan,50,1 year,"Meet blood turn president. Republican four vote middle network raise.
Relate expect win. Film whose hotel.",2020-02-06,Discontinued
1405,There Pay,4,7c4ea481-e978-4319-9bbf-cfbde1fa64c0,2470.77,758,Gallagher-Wright,165,1 year,"Will find than community democratic. Physical stay right space chance center share. Whatever true finish word whose design full system.
Thousand wind chair. Early something civil material.",2020-10-07,Available
2274,Difficult Expert,66,518fbb32-9c6d-478c-aa98-13959d0c1f23,194.29,612,"Hebert, Rice and Jennings",197,2 years,Country room five understand church. Site trouble available attention eight land use.,2023-05-04,Out of Stock
1714,Game Character,88,d885847a-1583-4136-afcb-88b754e2ad8f,2054.09,450,"Nielsen, Smith and Johnson",70,2 years,"Ability benefit toward become go former little. Range safe debate with tough measure.
Nice fear start it ask often. Wear certain team state hear.",2023-07-26,Discontinued
7152,Sign Walk,24,db67e5a8-2224-426e-a556-9526d43e072e,4561.9,664,Johnson-Bell,8,1 year,"Throw probably clearly. Campaign gas until interest charge. Soldier bad employee strategy impact consumer sell because.
Military art nice. Small do feeling seem.",2021-12-29,Out of Stock
5158,Time Outside,13,f377020a-1375-4047-8bd4-96379fcb6330,4657.88,86,Campos-Potter,150,6 months,Politics even attack among require owner. Student blood discuss give knowledge economy. Course thought physical need page.,2023-08-02,Out of Stock
4012,From Rule,76,6453cfeb-2fc0-43a5-8e61-665adf6422f7,4551.07,90,"Cochran, Mccarthy and Hill",129,3 years,"Most sure final you also attack loss read. Reach we full word ground walk.
Late father writer nearly should already. Expect tree yes board produce marriage two difference. Month box report can girl.",2023-07-07,Discontinued
4814,Religious Total,53,97389851-b5e5-44e9-9bc1-b64b914b632b,810.26,765,Lee Ltd,151,6 months,"College outside dinner message partner.
Down ask side population born down run. Including knowledge whole edge summer another sport control.",2021-06-23,Out of Stock
8517,Save Woman,33,0bf21a0c-b523-4ff2-828b-06d1ad918ab1,77.07,868,Short Inc,94,1 year,"Particularly kitchen rise bad call. Those citizen do key look approach. East late final mother this economic Mrs.
East nothing wall home sea. Poor war give.",2021-09-22,Discontinued
